health_region.x	province	YES	HR_UID	health_region.y
Vancouver Coastal	BC	1	1258	Cape Breton District Health Authority
Vancouver Coastal	BC	1	1269	Capital District Health Authority
Vancouver Coastal	BC	1	1301	Zone 1
Vancouver Coastal	BC	1	1302	Zone 2
Vancouver Coastal	BC	1	1303	Zone 3
Vancouver Coastal	BC	1	1304	Zone 4
Vancouver Coastal	BC	1	1305	Zone 5
Vancouver Coastal	BC	1	1306	Zone 6
Vancouver Coastal	BC	1	1307	Zone 7
Vancouver Coastal	BC	1	2401	R�gion du Bas-Saint-Laurent
Vancouver Coastal	BC	1	2402	R�gion du Saguenay�Lac-Saint-Jean
Vancouver Coastal	BC	1	2403	R�gion de la Capitale-Nationale
Vancouver Coastal	BC	1	2404	R�gion de la Mauricie et du Centre-du-Qu�bec
Vancouver Coastal	BC	1	2405	R�gion de l'Estrie
Vancouver Coastal	BC	1	2406	R�gion de Montr�al
Vancouver Coastal	BC	1	2407	R�gion de l'Outaouais
Vancouver Coastal	BC	1	2408	R�gion de l'Abitibi-T�miscamingue
Vancouver Coastal	BC	1	2409	R�gion de la C�te-Nord
Vancouver Coastal	BC	1	2410	R�gion du Nord-du-Qu�bec
Vancouver Coastal	BC	1	2411	R�gion de la Gasp�sie��les-de-la-Madeleine
Vancouver Coastal	BC	1	2412	R�gion de la Chaudi�re-Appalaches
Vancouver Coastal	BC	1	2413	R�gion de Laval
Vancouver Coastal	BC	1	2414	R�gion de Lanaudi�re
Vancouver Coastal	BC	1	2415	R�gion des Laurentides
Vancouver Coastal	BC	1	2416	R�gion de la Mont�r�gie
Vancouver Coastal	BC	1	2417	R�gion du Nunavik
Vancouver Coastal	BC	1	2418	R�gion des Terres-Cries-de-la-Baie-James
Vancouver Coastal	BC	1	3526	The District of Algoma Health Unit
Vancouver Coastal	BC	1	3527	Brant County Health Unit
Vancouver Coastal	BC	1	3530	Durham Regional Health Unit
Vancouver Coastal	BC	1	3531	Elgin-St. Thomas Health Unit
Vancouver Coastal	BC	1	3533	Grey Bruce Health Unit
Vancouver Coastal	BC	1	3534	Haldimand-Norfolk Health Unit
Vancouver Coastal	BC	1	3535	Haliburton, Kawartha, Pine Ridge District Health Unit
Vancouver Coastal	BC	1	3536	Halton Regional Health Unit
Vancouver Coastal	BC	1	3537	City of Hamilton Health Unit
Vancouver Coastal	BC	1	3538	Hastings and Prince Edward Counties Health Unit
Vancouver Coastal	BC	1	3539	Huron County Health Unit
Vancouver Coastal	BC	1	3540	Chatham-Kent Health Unit
Vancouver Coastal	BC	1	3541	Kingston, Frontenac and Lennox and Addington Health Unit
Vancouver Coastal	BC	1	3542	Lambton Health Unit
Vancouver Coastal	BC	1	3543	Leeds, Grenville and Lanark District Health Unit
Vancouver Coastal	BC	1	3544	Middlesex-London Health Unit
Vancouver Coastal	BC	1	3546	Niagara Regional Area Health Unit
Vancouver Coastal	BC	1	3547	North Bay Parry Sound District Health Unit
Vancouver Coastal	BC	1	3549	Northwestern Health Unit
Vancouver Coastal	BC	1	3551	City of Ottawa Health Unit
Vancouver Coastal	BC	1	3552	Oxford County Health Unit
Vancouver Coastal	BC	1	3553	Peel Regional Health Unit
Vancouver Coastal	BC	1	3554	Perth District Health Unit
Vancouver Coastal	BC	1	3555	Peterborough County - City Health Unit
Vancouver Coastal	BC	1	3556	Porcupine Health Unit
Vancouver Coastal	BC	1	3557	Renfrew County and District Health Unit
Vancouver Coastal	BC	1	3558	The Eastern Ontario Health Unit
Vancouver Coastal	BC	1	3560	Simcoe Muskoka District Health Unit
Vancouver Coastal	BC	1	3561	Sudbury and District Health Unit
Vancouver Coastal	BC	1	3562	Thunder Bay District Health Unit
Vancouver Coastal	BC	1	3563	Timiskaming Health Unit
Vancouver Coastal	BC	1	3565	Waterloo Health Unit
Vancouver Coastal	BC	1	3566	Wellington-Dufferin-Guelph Health Unit
Vancouver Coastal	BC	1	3568	Windsor-Essex County Health Unit
Vancouver Coastal	BC	1	3570	York Regional Health Unit
Vancouver Coastal	BC	1	3595	City of Toronto Health Unit
Vancouver Coastal	BC	1	4601	Winnipeg Regional Health Authority
Vancouver Coastal	BC	1	4602	Prairie Mountain Health
Vancouver Coastal	BC	1	4603	Interlake-Eastern Regional Health Authority
Vancouver Coastal	BC	1	4604	Northern Regional Health Authority
Vancouver Coastal	BC	1	4605	Southern Health
Vancouver Coastal	BC	1	4701	Sun Country Regional Health Authority
Vancouver Coastal	BC	1	4702	Five Hills Regional Health Authority
Vancouver Coastal	BC	1	4703	Cypress Regional Health Authority
Vancouver Coastal	BC	1	4704	Regina Qu'Appelle Regional Health Authority
Vancouver Coastal	BC	1	4705	Sunrise Regional Health Authority
Vancouver Coastal	BC	1	4706	Saskatoon Regional Health Authority
Vancouver Coastal	BC	1	4707	Heartland Regional Health Authority
Vancouver Coastal	BC	1	4708	Kelsey Trail Regional Health Authority
Vancouver Coastal	BC	1	4709	Prince Albert Parkland Regional Health Authority
Vancouver Coastal	BC	1	4710	Prairie North Regional Health Authority
Vancouver Coastal	BC	1	4711	Mamawetan Churchill River Regional Health Authority
Vancouver Coastal	BC	1	4712	Keewatin Yatth� Regional Health Authority
Vancouver Coastal	BC	1	4713	Athabasca Health Authority
Vancouver Coastal	BC	1	4831	South Zone
Vancouver Coastal	BC	1	4832	Calgary Zone
Vancouver Coastal	BC	1	4833	Central Zone
Vancouver Coastal	BC	1	4834	Edmonton Zone
Vancouver Coastal	BC	1	4835	North Zone
Vancouver Coastal	BC	1	5911	East Kootenay Health Service Delivery Area
Vancouver Coastal	BC	1	5912	Kootenay-Boundary Health Service Delivery Area
Vancouver Coastal	BC	1	5913	Okanagan Health Service Delivery Area
Vancouver Coastal	BC	1	5914	Thompson/Cariboo Health Service Delivery Area
Vancouver Coastal	BC	1	5921	Fraser East Health Service Delivery Area
Vancouver Coastal	BC	1	5922	Fraser North Health Service Delivery Area
Vancouver Coastal	BC	1	5923	Fraser South Health Service Delivery Area
Vancouver Coastal	BC	1	5931	Richmond Health Service Delivery Area
Vancouver Coastal	BC	1	5932	Vancouver Health Service Delivery Area
Vancouver Coastal	BC	1	5933	North Shore/Coast Garibaldi Health Service Delivery Area
Vancouver Coastal	BC	1	5941	South Vancouver Island Health Service Delivery Area
Vancouver Coastal	BC	1	5942	Central Vancouver Island Health Service Delivery Area
Vancouver Coastal	BC	1	5943	North Vancouver Island Health Service Delivery Area
Vancouver Coastal	BC	1	5951	Northwest Health Service Delivery Area
Vancouver Coastal	BC	1	5952	Northern Interior Health Service Delivery Area
Vancouver Coastal	BC	1	5953	Northeast Health Service Delivery Area
Vancouver Coastal	BC	1	6001	Yukon
Vancouver Coastal	BC	1	6101	Northwest Territories
Vancouver Coastal	BC	1	6201	Nunavut
Middlesex-London	Ontario	1	1011	Eastern Regional Integrated Health Authority
Middlesex-London	Ontario	1	1012	Central Regional Integrated Health Authority
Middlesex-London	Ontario	1	1013	Western Regional Integrated Health Authority
Middlesex-London	Ontario	1	1014	Labrador-Grenfell Regional Integrated Health Authority
Middlesex-London	Ontario	1	1100	Prince Edward Island
Middlesex-London	Ontario	1	1211	South Shore District Health Authority
Middlesex-London	Ontario	1	1212	South West Nova District Health Authority
Middlesex-London	Ontario	1	1223	Annapolis Valley District Health Authority
Middlesex-London	Ontario	1	1234	Colchester East Hants Health Authority
Middlesex-London	Ontario	1	1235	Cumberland Health Authority
Middlesex-London	Ontario	1	1246	Pictou County Health Authority
Middlesex-London	Ontario	1	1247	Guysborough Antigonish Strait Health Authority
Middlesex-London	Ontario	1	1258	Cape Breton District Health Authority
Middlesex-London	Ontario	1	1269	Capital District Health Authority
Middlesex-London	Ontario	1	1301	Zone 1
Middlesex-London	Ontario	1	1302	Zone 2
Middlesex-London	Ontario	1	1303	Zone 3
Middlesex-London	Ontario	1	1304	Zone 4
Middlesex-London	Ontario	1	1305	Zone 5
Middlesex-London	Ontario	1	1306	Zone 6
Middlesex-London	Ontario	1	1307	Zone 7
Middlesex-London	Ontario	1	2401	R�gion du Bas-Saint-Laurent
Middlesex-London	Ontario	1	2402	R�gion du Saguenay�Lac-Saint-Jean
Middlesex-London	Ontario	1	2403	R�gion de la Capitale-Nationale
Middlesex-London	Ontario	1	2404	R�gion de la Mauricie et du Centre-du-Qu�bec
Middlesex-London	Ontario	1	2405	R�gion de l'Estrie
Middlesex-London	Ontario	1	2406	R�gion de Montr�al
Middlesex-London	Ontario	1	2407	R�gion de l'Outaouais
Middlesex-London	Ontario	1	2408	R�gion de l'Abitibi-T�miscamingue
Middlesex-London	Ontario	1	2409	R�gion de la C�te-Nord
Middlesex-London	Ontario	1	2410	R�gion du Nord-du-Qu�bec
Middlesex-London	Ontario	1	2411	R�gion de la Gasp�sie��les-de-la-Madeleine
Middlesex-London	Ontario	1	2412	R�gion de la Chaudi�re-Appalaches
Middlesex-London	Ontario	1	2413	R�gion de Laval
Middlesex-London	Ontario	1	2414	R�gion de Lanaudi�re
Middlesex-London	Ontario	1	2415	R�gion des Laurentides
Middlesex-London	Ontario	1	2416	R�gion de la Mont�r�gie
Middlesex-London	Ontario	1	2417	R�gion du Nunavik
Middlesex-London	Ontario	1	2418	R�gion des Terres-Cries-de-la-Baie-James
Middlesex-London	Ontario	1	3526	The District of Algoma Health Unit
Middlesex-London	Ontario	1	3527	Brant County Health Unit
Middlesex-London	Ontario	1	3530	Durham Regional Health Unit
Middlesex-London	Ontario	1	3531	Elgin-St. Thomas Health Unit
Middlesex-London	Ontario	1	3533	Grey Bruce Health Unit
Middlesex-London	Ontario	1	3534	Haldimand-Norfolk Health Unit
Middlesex-London	Ontario	1	3535	Haliburton, Kawartha, Pine Ridge District Health Unit
Middlesex-London	Ontario	1	3536	Halton Regional Health Unit
Middlesex-London	Ontario	1	3537	City of Hamilton Health Unit
Middlesex-London	Ontario	1	3538	Hastings and Prince Edward Counties Health Unit
Middlesex-London	Ontario	1	3539	Huron County Health Unit
Middlesex-London	Ontario	1	3540	Chatham-Kent Health Unit
Middlesex-London	Ontario	1	3541	Kingston, Frontenac and Lennox and Addington Health Unit
Middlesex-London	Ontario	1	3542	Lambton Health Unit
Middlesex-London	Ontario	1	3543	Leeds, Grenville and Lanark District Health Unit
Middlesex-London	Ontario	1	3544	Middlesex-London Health Unit
Middlesex-London	Ontario	1	3546	Niagara Regional Area Health Unit
Middlesex-London	Ontario	1	3547	North Bay Parry Sound District Health Unit
Middlesex-London	Ontario	1	3549	Northwestern Health Unit
Middlesex-London	Ontario	1	3551	City of Ottawa Health Unit
Middlesex-London	Ontario	1	3552	Oxford County Health Unit
Middlesex-London	Ontario	1	3553	Peel Regional Health Unit
Middlesex-London	Ontario	1	3554	Perth District Health Unit
Middlesex-London	Ontario	1	3555	Peterborough County - City Health Unit
Middlesex-London	Ontario	1	3556	Porcupine Health Unit
Middlesex-London	Ontario	1	3557	Renfrew County and District Health Unit
Middlesex-London	Ontario	1	3558	The Eastern Ontario Health Unit
Middlesex-London	Ontario	1	3560	Simcoe Muskoka District Health Unit
Middlesex-London	Ontario	1	3561	Sudbury and District Health Unit
Middlesex-London	Ontario	1	3562	Thunder Bay District Health Unit
Middlesex-London	Ontario	1	3563	Timiskaming Health Unit
Middlesex-London	Ontario	1	3565	Waterloo Health Unit
Middlesex-London	Ontario	1	3566	Wellington-Dufferin-Guelph Health Unit
Middlesex-London	Ontario	1	3568	Windsor-Essex County Health Unit
Middlesex-London	Ontario	1	3570	York Regional Health Unit
Middlesex-London	Ontario	1	3595	City of Toronto Health Unit
Middlesex-London	Ontario	1	4601	Winnipeg Regional Health Authority
Middlesex-London	Ontario	1	4602	Prairie Mountain Health
Middlesex-London	Ontario	1	4603	Interlake-Eastern Regional Health Authority
Middlesex-London	Ontario	1	4604	Northern Regional Health Authority
Middlesex-London	Ontario	1	4605	Southern Health
Middlesex-London	Ontario	1	4701	Sun Country Regional Health Authority
Middlesex-London	Ontario	1	4702	Five Hills Regional Health Authority
Middlesex-London	Ontario	1	4703	Cypress Regional Health Authority
Middlesex-London	Ontario	1	4704	Regina Qu'Appelle Regional Health Authority
Middlesex-London	Ontario	1	4705	Sunrise Regional Health Authority
Middlesex-London	Ontario	1	4706	Saskatoon Regional Health Authority
Middlesex-London	Ontario	1	4707	Heartland Regional Health Authority
Middlesex-London	Ontario	1	4708	Kelsey Trail Regional Health Authority
Middlesex-London	Ontario	1	4709	Prince Albert Parkland Regional Health Authority
Middlesex-London	Ontario	1	4710	Prairie North Regional Health Authority
Middlesex-London	Ontario	1	4711	Mamawetan Churchill River Regional Health Authority
Middlesex-London	Ontario	1	4712	Keewatin Yatth� Regional Health Authority
Middlesex-London	Ontario	1	4713	Athabasca Health Authority
Middlesex-London	Ontario	1	4831	South Zone
Middlesex-London	Ontario	1	4832	Calgary Zone
Middlesex-London	Ontario	1	4833	Central Zone
Middlesex-London	Ontario	1	4834	Edmonton Zone
Middlesex-London	Ontario	1	4835	North Zone
Middlesex-London	Ontario	1	5911	East Kootenay Health Service Delivery Area
Middlesex-London	Ontario	1	5912	Kootenay-Boundary Health Service Delivery Area
Middlesex-London	Ontario	1	5913	Okanagan Health Service Delivery Area
Middlesex-London	Ontario	1	5914	Thompson/Cariboo Health Service Delivery Area
Middlesex-London	Ontario	1	5921	Fraser East Health Service Delivery Area
Middlesex-London	Ontario	1	5922	Fraser North Health Service Delivery Area
Middlesex-London	Ontario	1	5923	Fraser South Health Service Delivery Area
Middlesex-London	Ontario	1	5931	Richmond Health Service Delivery Area
Middlesex-London	Ontario	1	5932	Vancouver Health Service Delivery Area
Middlesex-London	Ontario	1	5933	North Shore/Coast Garibaldi Health Service Delivery Area
Middlesex-London	Ontario	1	5941	South Vancouver Island Health Service Delivery Area
Middlesex-London	Ontario	1	5942	Central Vancouver Island Health Service Delivery Area
Middlesex-London	Ontario	1	5943	North Vancouver Island Health Service Delivery Area
Middlesex-London	Ontario	1	5951	Northwest Health Service Delivery Area
Middlesex-London	Ontario	1	5952	Northern Interior Health Service Delivery Area
Middlesex-London	Ontario	1	5953	Northeast Health Service Delivery Area
Middlesex-London	Ontario	1	6001	Yukon
Middlesex-London	Ontario	1	6101	Northwest Territories
Middlesex-London	Ontario	1	6201	Nunavut
Interior	BC	1	1011	Eastern Regional Integrated Health Authority
Interior	BC	1	1012	Central Regional Integrated Health Authority
Interior	BC	1	1013	Western Regional Integrated Health Authority
Interior	BC	1	1014	Labrador-Grenfell Regional Integrated Health Authority
Interior	BC	1	1100	Prince Edward Island
Interior	BC	1	1211	South Shore District Health Authority
Interior	BC	1	1212	South West Nova District Health Authority
Interior	BC	1	1223	Annapolis Valley District Health Authority
Interior	BC	1	1234	Colchester East Hants Health Authority
Interior	BC	1	1235	Cumberland Health Authority
Interior	BC	1	1246	Pictou County Health Authority
Interior	BC	1	1247	Guysborough Antigonish Strait Health Authority
Interior	BC	1	1258	Cape Breton District Health Authority
Interior	BC	1	1269	Capital District Health Authority
Interior	BC	1	1301	Zone 1
Interior	BC	1	1302	Zone 2
Interior	BC	1	1303	Zone 3
Interior	BC	1	1304	Zone 4
Interior	BC	1	1305	Zone 5
Interior	BC	1	1306	Zone 6
Interior	BC	1	1307	Zone 7
Interior	BC	1	2401	R�gion du Bas-Saint-Laurent
Interior	BC	1	2402	R�gion du Saguenay�Lac-Saint-Jean
Interior	BC	1	2403	R�gion de la Capitale-Nationale
Interior	BC	1	2404	R�gion de la Mauricie et du Centre-du-Qu�bec
Interior	BC	1	2405	R�gion de l'Estrie
Interior	BC	1	2406	R�gion de Montr�al
Interior	BC	1	2407	R�gion de l'Outaouais
Interior	BC	1	2408	R�gion de l'Abitibi-T�miscamingue
Interior	BC	1	2409	R�gion de la C�te-Nord
Interior	BC	1	2410	R�gion du Nord-du-Qu�bec
Interior	BC	1	2411	R�gion de la Gasp�sie��les-de-la-Madeleine
Interior	BC	1	2412	R�gion de la Chaudi�re-Appalaches
Interior	BC	1	2413	R�gion de Laval
Interior	BC	1	2414	R�gion de Lanaudi�re
Interior	BC	1	2415	R�gion des Laurentides
Interior	BC	1	2416	R�gion de la Mont�r�gie
Interior	BC	1	2417	R�gion du Nunavik
Interior	BC	1	2418	R�gion des Terres-Cries-de-la-Baie-James
Interior	BC	1	3526	The District of Algoma Health Unit
Interior	BC	1	3527	Brant County Health Unit
Interior	BC	1	3530	Durham Regional Health Unit
Interior	BC	1	3531	Elgin-St. Thomas Health Unit
Interior	BC	1	3533	Grey Bruce Health Unit
Interior	BC	1	3534	Haldimand-Norfolk Health Unit
Interior	BC	1	3535	Haliburton, Kawartha, Pine Ridge District Health Unit
Interior	BC	1	3536	Halton Regional Health Unit
Interior	BC	1	3537	City of Hamilton Health Unit
Interior	BC	1	3538	Hastings and Prince Edward Counties Health Unit
Interior	BC	1	3539	Huron County Health Unit
Interior	BC	1	3540	Chatham-Kent Health Unit
Interior	BC	1	3541	Kingston, Frontenac and Lennox and Addington Health Unit
Interior	BC	1	3542	Lambton Health Unit
Interior	BC	1	3543	Leeds, Grenville and Lanark District Health Unit
Interior	BC	1	3544	Middlesex-London Health Unit
Interior	BC	1	3546	Niagara Regional Area Health Unit
Interior	BC	1	3547	North Bay Parry Sound District Health Unit
Interior	BC	1	3549	Northwestern Health Unit
Interior	BC	1	3551	City of Ottawa Health Unit
Interior	BC	1	3552	Oxford County Health Unit
Interior	BC	1	3553	Peel Regional Health Unit
Interior	BC	1	3554	Perth District Health Unit
Interior	BC	1	3555	Peterborough County - City Health Unit
Interior	BC	1	3556	Porcupine Health Unit
Interior	BC	1	3557	Renfrew County and District Health Unit
Interior	BC	1	3558	The Eastern Ontario Health Unit
Interior	BC	1	3560	Simcoe Muskoka District Health Unit
Interior	BC	1	3561	Sudbury and District Health Unit
Interior	BC	1	3562	Thunder Bay District Health Unit
Interior	BC	1	3563	Timiskaming Health Unit
Interior	BC	1	3565	Waterloo Health Unit
Interior	BC	1	3566	Wellington-Dufferin-Guelph Health Unit
Interior	BC	1	3568	Windsor-Essex County Health Unit
Interior	BC	1	3570	York Regional Health Unit
Interior	BC	1	3595	City of Toronto Health Unit
Interior	BC	1	4601	Winnipeg Regional Health Authority
Interior	BC	1	4602	Prairie Mountain Health
Interior	BC	1	4603	Interlake-Eastern Regional Health Authority
Interior	BC	1	4604	Northern Regional Health Authority
Interior	BC	1	4605	Southern Health
Interior	BC	1	4701	Sun Country Regional Health Authority
Interior	BC	1	4702	Five Hills Regional Health Authority
Interior	BC	1	4703	Cypress Regional Health Authority
Interior	BC	1	4704	Regina Qu'Appelle Regional Health Authority
Interior	BC	1	4705	Sunrise Regional Health Authority
Interior	BC	1	4706	Saskatoon Regional Health Authority
Interior	BC	1	4707	Heartland Regional Health Authority
Interior	BC	1	4708	Kelsey Trail Regional Health Authority
Interior	BC	1	4709	Prince Albert Parkland Regional Health Authority
Interior	BC	1	4710	Prairie North Regional Health Authority
Interior	BC	1	4711	Mamawetan Churchill River Regional Health Authority
Interior	BC	1	4712	Keewatin Yatth� Regional Health Authority
Interior	BC	1	4713	Athabasca Health Authority
Interior	BC	1	4831	South Zone
Interior	BC	1	4832	Calgary Zone
Interior	BC	1	4833	Central Zone
Interior	BC	1	4834	Edmonton Zone
Interior	BC	1	4835	North Zone
Interior	BC	1	5911	East Kootenay Health Service Delivery Area
Interior	BC	1	5912	Kootenay-Boundary Health Service Delivery Area
Interior	BC	1	5913	Okanagan Health Service Delivery Area
Interior	BC	1	5914	Thompson/Cariboo Health Service Delivery Area
Interior	BC	1	5921	Fraser East Health Service Delivery Area
Interior	BC	1	5922	Fraser North Health Service Delivery Area
Interior	BC	1	5923	Fraser South Health Service Delivery Area
Interior	BC	1	5931	Richmond Health Service Delivery Area
Interior	BC	1	5932	Vancouver Health Service Delivery Area
Interior	BC	1	5933	North Shore/Coast Garibaldi Health Service Delivery Area
Interior	BC	1	5941	South Vancouver Island Health Service Delivery Area
Interior	BC	1	5942	Central Vancouver Island Health Service Delivery Area
Interior	BC	1	5943	North Vancouver Island Health Service Delivery Area
Interior	BC	1	5951	Northwest Health Service Delivery Area
Interior	BC	1	5952	Northern Interior Health Service Delivery Area
Interior	BC	1	5953	Northeast Health Service Delivery Area
Interior	BC	1	6001	Yukon
